2.27,7.27,1.05,16.20,10
2.27,7.27,1.05,16.20,15
2.27,7.27,1.05,16.20,20
1.1,7.11,0.96,12.72,50
1.1,7.11,0.96,12.72,60
1.1,7.11,0.96,12.72,80
1.99,7.1,1.01,15.18,20
1.99,7.1,1.01,15.18,25
1.99,7.1,1.01,15.18,30
2.14,7.26,1.01,15.78,10
2.14,7.26,1.01,15.78,15
2.14,7.26,1.01,15.78,20
